Unnamed: 0,date,username,tweet,label
70,2022-06-19 09:03:37+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 19 Juni 2022 Kasus Positif Meningkat 1167 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
71,2022-06-19 03:32:44+00:00,jpnncom,BeritaBali Bali Tambah 42 Kasus Positif Varian Baru Omicron Jadi Pemicu Waspada pandemicovid19 omicron bali,negative
72,2022-06-18 19:00:00+00:00,matamilenialID,Cegah Lonjakan Kasus Akibat BA4 dan BA5 Sistem Surveilans Harus Diperbaiki Baca selengkapnya disini MataIndonesia ba5 covid19 omicronsubvarianba4 omicron,negative
73,2022-06-18 15:30:48+00:00,All__Incomplete,Euthanasia Jubilee covid19 omicron ba4 ba5,negative
74,2022-06-18 14:00:11+00:00,Kilat_com,Lonjakan Kasus Covid Makin Mengerikan Benarkah Gegara Lepas Masker COVID19 COVID CovidIsNotOver pandemic Omicron,negative
75,2022-06-18 09:45:46+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 18 Juni 2022 Kasus Positif Meningkat 1264 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
76,2022-06-18 04:30:00+00:00,newsmerahputih,Kasus COVID19 di Indonesia terus mengalami kenaikan setiap harinya Meski begitu angka orang yang positif masih dibawah standar aman WHO merahputihcom Omicron indonesia WHO,negative
77,2022-06-18 04:14:01+00:00,DJ_HDIOne,3 â€œSejak awal meskipun belum naik dulu kan saya sudah ngomong enggak sekali dua kali tiga kali waspada waspada waspada baik oleh yang Omicron maupun yang BA4 BA5â€ tegas Presiden dalam keterangannya Jokowi COVID19 Indonesia JagainImunKamu doddyjasman Omicron,negative
80,2022-06-18 01:54:01+00:00,bharianmy,BHdunia Sub varian Omicron baharu berupaya mengelak antibodi yang dihasilkan vaksin dos penggalak omicron,negative
81,2022-06-17 17:29:45+00:00,samudra_news,WADUH RI KEBOBOLAN OMICRON VARIAN BARU berbagicerita dailynews News beritaindonesia Omicron,negative
83,2022-06-17 13:49:09+00:00,Satukata__,Warga Jabar Terpapar Omicron B4 dan B5 Dua di antaranya Calon Jamaah Haji lewat SPOSTid Jabar Omicron Calhaj SPOSTid,negative
85,2022-06-17 12:50:24+00:00,EmMicucci,Covid Lazio 4826 contagiati Roma omicron,negative
86,2022-06-17 08:18:00+00:00,Jawaban,Jumlah kasus mutasi Omicron subvarian BA4 dan BA5 di Indonesia terkonfirmasi bertambah dua kali lipat Kondisi ini membuat kita harus waspada kembali Yuk lihat berita selengkapnya disini Omicron COVID19 CovidIsNotOver jawabancom,negative
87,2022-06-17 05:29:00+00:00,kompascom,Kemenkes melaporkan hingga saat ini ada 20 kasus Covid19 akibat penularan subvarian Omicron BA4 dan BA5 di Indonesia Omicron,negative
90,2022-06-17 03:00:01+00:00,ThePhraseID,Kasus harian Covid19 di Indonesia kembali tembus 1000 kasus ThePhraseID Covid19 SubvarianOmicron Omicron,negative
91,2022-06-17 01:42:46+00:00,rti_rtisi,Omicron varian BA4 dan BA5 telah ditemukan di banyak negara di dunia Ini juga menjadi varian yang dicemaskan akan meningkatkan gelombang penularan berikutnya,negative
92,2022-06-16 14:17:38+00:00,SmashNewsCorp,Smash News Subvarian Omicron BA4 dan BA5 memiliki kemampuan menurunkan kemampuan terhadap terapi antibodi monoklonal dan immune escape smashnews beritaterbaru kabarterkini virus omicron COVID19 vaksin,negative
93,2022-06-16 12:23:26+00:00,antaranews,Dengan penambahan tersebut maka akumulasi kasus konfirmasi positif sejak pandemi terjadi di Indonesia pada Maret 2020 berjumlah 6064424 kasus KasusCOVID19 Omicron,negative
94,2022-06-16 12:00:01+00:00,newsmerahputih,Terjadi kenaikan kasus COVID19 dalam beberapa pekan terakhir Menkes perkirakan puncak subvarian omicron akan terjadi pada Juli 2022 merahputihcom omicron menkes pandemi,negative
95,2022-06-16 11:14:20+00:00,antaranews,â€œKami sudah menyiapkan surat edaran kepada seluruh dinas kesehatan serta rumah sakit untuk mewaspadai adanya lonjakan kasus Omicronâ€ kata Jubir Kemenkes JubirKemenkes Omicron,negative
96,2022-06-16 10:59:59+00:00,lensaRTV,Katanya Menko Luhut larang lansia keluar rumah selama sebulan Hoaks bukan ya Coba kita tanya Stefani Ginting yuk Ingat saring dulu sebelum sharing viral luhut luhutbinsarpandjaitan menkomarves lansia updatecovid19 omicron hoax hoaks beritahoaks fakta,negative
97,2022-06-16 10:56:47+00:00,infoJATIASIH,3 Kasus Omicron Berusia 512 Tahun PTM apa kabar,negative
98,2022-06-16 10:11:45+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 16 Juni 2022 Kasus Positif Meningkat 1173 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
99,2022-06-16 09:02:00+00:00,disway_id,Gelombang Omicron Varian BA4 dan BA5 Terjadi Juli Menkes Sampaikan Pesan Presiden HatiHati VarianBA4danBA5 gelombang Omicron mentrikesehatan covid19 WHO KemenkesRI Klik,negative
100,2022-06-16 07:58:30+00:00,lampungpost_,Meskipun memiliki gejala yang lebih rendah dari varian terdahulunya Menteri Kesehatan Menkes Budi Gunadi Sadikin memperkirakan puncak kasus covid19 Omicron varian baru BA4 dan BA5 maksimum mencapai 25 ribu kasus per hari Omicron Lampungpost,negative
101,2022-06-16 07:51:39+00:00,pikiran_rakyat,Pakar Soroti Kenaikan Kasus Covid19 di Indonesia Situasinya Sulit Diperkirakan Covid19 TjandraYogaAditama Omicron prmn Pikiranrakyatmedianetwork potensilokalgonasional KolaborasiMediapreneurNusantara pikiranrakyat,negative
102,2022-06-16 07:03:56+00:00,akusehatklinik,Halo Sobat Sehat Menteri Kesehatan Menkes Budi Gunadi Sadikin mengingatkan bahwa sejumlah negara telah bersiap menghadapi gelombang virus Corona varian BA4 dan BA5 Pemerintah memprediksi puncak gelombang terjadi pada Juli mendatang Omicron Subvarian Covid19,negative
103,2022-06-16 06:55:41+00:00,PrabuRyan3,Bulan depan lebaran haji kasus covid varian baru naik lagi kasusnya jelas bgt permainan pemerintah COVID19 Omicron Fandom Jordan,negative
104,2022-06-16 06:54:32+00:00,murianewscom,Puncak Omicron BA4 dan BA5 Diprediksi Terjadi Pada Akhir Juli Selengkapnya Klik Tautan Berikut ini Jakarta Omicron BA4 BA5 Covid19,negative
105,2022-06-16 06:07:52+00:00,RADARSOLO_,Puncak kasus Covid19 Omicron varian baru BA4 dan BA5 diperkirakan maksimum hanya akan mencapai 25000 kasus per hari omicronBA Omicron airlanggahrt,negative
107,2022-06-16 02:10:29+00:00,MC_Nishidella98,Mulai tgl 1 Agustus ada yg pemerintah baru ini Sebab ada kenaikkan kasus Omicron subvarian BA3 dan BA4 Covid19 Omicron BahayaOmicron 1Agustus PemerintahBaru SemakinBahaya,negative
108,2022-06-16 02:08:56+00:00,MC_Nishidella98,Kasus Covid19 di Indonesia makin terparah semakin menularkan Bahaya itu disebarkan tertularan Covid19 Covid19 Omicron BahayaOmicron KemenkesRI SatgasCovid19 BNPBIndonesia,negative
109,2022-06-16 01:53:35+00:00,IDbelasting,Varian baru Omicron BA4 dan BA5 diduga kuat penyebabnya Omicron VarianOmicron OmicronBA4 OmicronBA5 OmicronNaikLagi CovidNaikLagi,negative
110,2022-06-15 15:05:04+00:00,kuninganreligi,Benarkah Omicron BA4 dan BA5 Sebabkan Naiknya Kasus Covid19 Bagaimana Kondisi di Kabupaten Kuningan OmicronBA Omicron kuningan kesehatan SehatEsokDimulaiKini,negative
111,2022-06-15 14:20:41+00:00,Hi_pontianak,Update COVID19 1242 Orang Konfirmasi Positif 8 Meninggal lewat Hi Pontianak Corona COVID19 Omicron OmicronBA LawanVarianBaru,negative
113,2022-06-15 10:20:00+00:00,newsmerahputih,Terjadi lonjakkan kasus COVID19 di Indonesia Jubir Pemerintah untuk penanganan COVID19 akan kembali mengatur kegiatan berskala besar merahputihcom corona pemerintah omicron merahputihcom corona pemerintah omicron,negative
114,2022-06-15 10:18:57+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 15 Juni 2022 Angka Kesembuhan Meningkat 525 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
115,2022-06-15 10:16:32+00:00,kumparanMOM,Kasus COVID19 di Indonesia kembali meningkat dengan varian Omicron BA4 dan BA5 Stay safe ya Moms Simak selengkapnya dengan klik link di bio atau download aplikasi kumparan di App Store dan Google Playâ  kumparanMOM Infografis Omicron,negative
116,2022-06-15 10:08:00+00:00,FalkonIndo,Taiwan Deteksi Omicron BA4 dan BA5 di Tengah Ledakan Covid Taiwan Omicron Covid19 Varian,negative
121,2022-06-15 08:25:13+00:00,chatnews_id,WHO saat ini mengklasifikasikan subvarian BA4 dan BA5 sebagai varian perhatian Omicron,negative
123,2022-06-15 06:16:11+00:00,prosehat,Kemunculan kasus baru dari subvarian Omicron BA4 dan BA5 yang terdeteksi di Indonesia menimbulkan kekhawatiran di tengah pelonggaran masker saat ini Lantas bagaimana cara pencegahannya Simak selengkapnya di thread dibawah ini,negative
124,2022-06-15 02:20:12+00:00,Kilat_com,Duh Kasus Covid Bertambah Lagi Hari Ini 930 Orang Terpapar COVID19 Omicron OmicronBA coronavirus pandemic,negative
125,2022-06-14 15:34:49+00:00,MC_Nishidella98,Karenanya bersifat baik jd kan kampanye promoted Presidensi G20 Indonesia bakal berlangsung ditengah jelang lonjakkan kasus Covid19 Omicron subvarian BA3 dan BA4 Covid19 Omicron Bahaya G20Indonesia,negative
126,2022-06-14 13:57:54+00:00,Kilat_com,Varian BA4 dan BA5 Disebut Tak Jauh Beda dengan Omicron Sebelumnya Tapi Omicron omicronBA COVID19 Pandemi,negative
127,2022-06-14 13:30:00+00:00,SeputariNews,Kasus Covid19 subvarian Omicron BA4 dan BA5 sudah ditemukan di Bali Terkait hal ini masyarakat diminta meningkatkan kewaspadaan HEL SeputariNewsRCTI COVID19 Corona Varian Omicron Bali Waspada,negative
129,2022-06-14 12:06:25+00:00,kumparanplus,Naiknya kasus COVID19 disebabkan oleh kemunculan virus omicron varian BA4 dan BA5 Jumlah kasus dalam empat hari terakhir melonjak menjadi 500 sampai 600an per hari Sebelumnya jumlah tertinggi hanya 300 kasus per hari covid19 omicron ba4 ba5,negative
130,2022-06-14 11:25:11+00:00,HalodocID,Tapi oh tapi ini juga gak bisa dianggap sepele ya Soalnya meskipun kalian udah vaksin potensi terjangkit COVID19 varian ini bakal tetap ada Jadi buat yang belum sempet vaksin yuk sempatkan vaksin Jangan lupa buat tetap jaga prokes ya tweeps COVID19 Prokes Omicron,negative
131,2022-06-14 10:42:23+00:00,Kilat_com,Varian BA4 dan BA5 Disebut Tak Jauh Beda dengan Omicron Sebelumnya Tapi COVID19 Omicron omicronBA4 OmicronBA5 omicronBA IDI,negative
132,2022-06-14 10:15:10+00:00,mediapilarID,Terjadi 20 Kasus Sub Varian Omicron BA4 dan BA5 di Indonesia pilarID Omicron,negative
134,2022-06-14 06:55:37+00:00,_jejakkita,WKWKWK NGAKAK BACA KOMENNYA Lagian ada ajaa nih si Omicron BA Udah selesai masamu omicron à¹à¸‰xà¸­à¸²à¹‚à¸›à¹„à¸šà¹€à¸šà¸´à¹‰à¸¥ BTSFESTA2022 BitcoinCrash EMeteraiDIMENSY OurStarlightTAEILDay NBAFinals umacancaoparati à¹„à¸šà¹€à¸šà¸´à¹‰à¸¥à¸­à¸²à¹‚à¸› LALISA ENHYPEN,negative
136,2022-06-14 06:41:23+00:00,holopiscom,Kenaikan kasus Covid19 kembali terjadi di beberapa negara termasuk Indonesia yang disebabkan oleh subvarian baru yaitu BA4 dan BA5 Selengkapnya di KemenkesRI lawancovid19id Omicron BA4 BA5,negative
137,2022-06-14 06:13:03+00:00,MNowNews,Setakat 4 Jun sub varian BA4 dan BA5 dianggarkan membentuk hampir 5 ke 8 daripada kes Covid19 di Amerika Syarikat MalaysiaNow Mnow MNowNews Omicron COVID19 Europe america,negative
141,2022-06-14 03:31:19+00:00,koranjakarta_id,Gempar Dikatakan Menuju Endemi Menkes Justru Prediksi Puncak Kasus Omicron BA4 dan BA5 Bulan Depan Picu Gelombang Baru koranjakarta nasional menkes covid19 omicron Indonesia,negative
142,2022-06-14 03:00:00+00:00,ThePhraseID,Sudah ditemukan di Indonesia ini gejala subvarian BA4 dan BA5 ThePhraseID SubvarianOmicron OmicronBA Omicron,negative
144,2022-06-14 02:22:32+00:00,vdvc_talk,Subvarian baru COVID19 Omicron BA4 dan BA5 telah terdeteksi di DKI Jakarta sebanyak 4 kasus Kementerian Kesehatan Kemenkes sebelumnya telah mengumumkan penemuan pertama 4 kasus BA4 dan BA5 di Bali Tetap waspada dan jaga prokes sobat VDVC VDVCTalk Omicron Covid19,negative
146,2022-06-14 01:31:00+00:00,tribunkaltim,Subvarian Omicron BA4 dan BA5 Masuk Indonesia Potensial Lebih Menular Ini yang harus Diwaspadai VirusCorona Covid19 Covid19Indonesia OmicronBA4 OmicronBA5 Omicron lewat tribunkaltim,negative
149,2022-06-13 22:00:02+00:00,Genpi_Co,Epidemiolog dari Griffith University Dicky Budiman mengemukakan subvarian Omicron BA2 dan BA5 berpeluang memicu gelombang kasus covid19 omicron,negative
155,2022-06-13 13:30:00+00:00,newsmerahputih,Pandemi virus COVID19 belum berakhir Terdapat kasus subvarian Omicron terbaru yang ditemukan di Jakarta merahputihcom corona jakarta omicron,negative
157,2022-06-13 10:30:00+00:00,GTVID_News,Menteri Kesehatan mengungkapkan kasus mutasi COVID19 Omicron baru yakni sub varian BA4 dan BA5 sudah menyebar disejumlah daerah di Indonesia sejak Mei 2022 CEN GTVNews BuletiniNews COVID19 Omicron VarianBaru Kemenkes,negative
158,2022-06-13 09:38:40+00:00,faktualid_com,Sudah Terdeteksi di Indonesia Pemerintah Cek RS dan Ketersediaan Obat Antisipasi Omicron BA4BA5 Omicron COVID19,negative
160,2022-06-13 09:36:12+00:00,akusehatklinik,Halo Sobat Sehat Kemunculan subvarian Omicron baru BA4 dan BA5 dilaporkan di Bali total ada empat kasus Empat kasus tersebut seluruhnya sudah divaksinasi lengkap bahkan ada yang mendapatkan empat dosis vaksin COVID19 omicron COVID19 testcovid,negative
161,2022-06-13 09:03:30+00:00,IDbelasting,Ada Peningkatan Penularan Subvarian Omicron BA4 dan BA5 omicron varianbaruomicron subvarianomicron,negative
162,2022-06-13 08:36:35+00:00,tribunkaltim,Subvarian Omicron BA4 dan BA5 Masuk Indonesia Potensial Lebih Menular Ini yang harus Diwaspadai VirusCorona Covid19 Covid19Indonesia OmicronBA4 OmicronBA5 Omicron lewat tribunkaltim,negative
163,2022-06-13 08:32:24+00:00,lensaRTV,Kasus penularan Covid19 di Indonesia mulai mengalami peningkatan Menteri Kesehatan Budi Gunadi Sadikin mengungkapkan sudah ada 8 orang di Indonesia yang terinfeksi subvarian Omicron BA4 dan BA5 kemenkes omicron omicronbaru ba4 ba5 pasiencovid19 updatecovid19,negative
164,2022-06-13 04:00:00+00:00,poskotaofficial,Waduh Covid19 subvarian Omicron BA4 dan BA5 terdeteksi di Indonesia apa saja gejalanya COVID19 Omicron,negative
165,2022-06-13 03:40:47+00:00,antaranews,Dua subvarian baru Omicron yakni BA4 dan BA5 terdeteksi masuk ke Indonesia pada 6 Juni 2022 Yuk kenali gejalanya Omicron Laman infografik,negative
168,2022-06-13 02:25:28+00:00,PrakosoAdmajaya,Subvarian BA4 dan BA5 memiliki kemampuan yang lebih baik dalam menghindari sistem kekebalan atau imun manusia covid covid19 omicron varianbaru varianbarucorona kesehatan,negative
169,2022-06-13 02:23:28+00:00,Dewianjani97,Subvarian BA4 dan BA5 merupakan turunan dari omicron yang dapat menginfeksi anakanak dan lebih menular dari varian sebelumnya covid covid19 omicron varianbaru varianbarucorona kesehatan,negative
171,2022-06-13 00:25:05+00:00,inilahdotcom,Dan terjadi lagi Sebanyak empat kasus COVID19 subvarian Omicron BA4 dan BA5 kembali ditemukan di Indonesia kali ini di Bali Haruskah kita khawatir covid19 omicron,negative
172,2022-06-12 18:00:00+00:00,matamilenialID,Epidemiolog Peringatkan Omicron BA4 dan BA5 Bisa Meledak Lagi di Indonesia Baca selengkapnya disini MataIndonesia covid19 dickybudiman omicron,negative
174,2022-06-12 08:35:00+00:00,kompascom,Juru Bicara Kementerian Kesehatan Mohammad Syahril memastikan bahwa subvarian Omicron BA4 dan BA5 sudah masuk di Indonesia kasus pertamanya ditemukan di Bali JernihkanHarapan VideoKompas Omicron,negative
175,2022-06-12 08:28:23+00:00,RunningTextID,Omicron Varian BA4 dan BA5 Bertambah Jadi 8 Kasus Omicron Covid19 Covid Corona PDPI,negative
176,2022-06-12 07:06:44+00:00,OfficialiNewsTV,Waduh Omicron varian baru sudah masuk Indonesia Kemenkes menyebut trasmisi subvarian baru Omicron BA4 dan BA5 menyebar lebih cepat dibanding varian sebelumnya Meski demikian tingkat kesakitannya dinilai lebih rendah Selengkapnya iNews Omicron,negative
177,2022-06-12 02:03:03+00:00,nusabalicom,4 Kasus Varian Baru Omicron Ditemukan di Bali berita nusabali Omicron COVID19,negative
178,2022-06-11 23:08:36+00:00,tribunbalikanal,4 Kasus Positif Omicron BA4 dan BA5 Ditemukan di Bali Warga Diminta Tidak Panik COVID covid19,negative
182,2022-06-11 03:00:00+00:00,lensaRTV,Jubir Kemenkes dr Mohammad Syahril mengonfirmasi empat kasus subvarian Omicron baru BA4 dan BA5 di Indonesia Dari empat pasien tersebut satu orang terpapar BA4 dengan status WNI Sisanya terinfeksi BA5 dengan status WNA kemenkes omicron omicronbaru pasiencovid19,negative
184,2022-06-10 11:28:09+00:00,murianewscom,Kemenkes Ungkap 4 Kasus Baru Covid19 Subvarian Omicron BA4 dan BA5 di Bali Selengkapnya klik tautan berikut ini jakarta kemenkes kasuscovid19 omicron bali,negative
185,2022-06-10 06:33:04+00:00,Beritabaruco,4 Kasus Subvarian Omicron BA4 dan BA5 Ditemukan di Bali BudiGunadiSadikin Menkes Omicron,negative
187,2022-06-10 00:34:41+00:00,MNowNews,Menteri Kesihatan Khairy Jamaluddin berkata ini merupakan kali pertama varian itu di kesan dalam negara MalaysiaNow Mnow MNowNews Malaysia Covid Omicron,negative
190,2022-06-08 14:09:36+00:00,OptionT02594842,Maskup Mumbai Omicron,negative
192,2022-06-08 07:54:57+00:00,akusehatklinik,Halo Sobat Sehat Kondisi pandemi memang membaik Namun di beberapa negara telah terjadi gelombang baru seperti di Afsel dan Portugal yang diakibatkan Omicron BA4 dan BA5 Salam Sehat omicron ba4 ba5,negative
193,2022-06-07 05:31:14+00:00,monitorindo,Boris Johnson Lolos dari Mosi Tidak Percaya Partygate BorisJohnson MosiTidakPercaya Partygate PestaUlangTahun COVID19 Lockdown Omicron PMInggris,negative
194,2022-06-07 04:18:00+00:00,disway_id,Singapura Diprediksi Bakal Diterpa Gelombang Omicron pada Juli 2022 Indonesia Wajib Waspada ongyekung mentrikesehatansingapura Omicron varianbaru singapura COVID19 Klik,negative
196,2022-06-05 09:16:04+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 5 Juni 2022 Angka Kesembuhan Meningkat 204 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
197,2022-06-04 08:32:26+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 4 Juni 2022 Angka Kesembuhan Meningkat 258 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
198,2022-06-03 06:39:04+00:00,SIGILUX,CDuitsland roelgrif Told ya SummerWave Omicron BA5,negative
201,2022-05-31 13:30:00+00:00,XHSwahili,Sekta ya utengenezaji wa China imekuwa bora zaidi mnamo Mei kwani viwanda vingi vinaanza tena uzalishaji baada ya mlipuko wa Omicron kudhibitiwa,negative
205,2022-05-29 10:14:07+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 29 Mei 2022 Angka Kesembuhan Meningkat 261 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
208,2022-05-28 09:45:57+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 28 Mei 2022 Angka Kesembuhan Meningkat 248 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
210,2022-05-27 08:28:54+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 27 Mei 2022 Angka Kesembuhan Meningkat 277 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
212,2022-05-26 08:49:59+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 26 Mei 2022 Angka Kesembuhan Meningkat 243 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
214,2022-05-25 10:28:10+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 25 Mei 2022 Angka Kesembuhan Meningkat 232 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
215,2022-05-25 03:00:02+00:00,ThePhraseID,Ada subvarian Omicron di Afrika Selatan lebih berbahaya ThePhraseID Covid19 Omicron Covid,negative
218,2022-05-23 23:40:20+00:00,HEARDatUNSW,Tulio de Oliveira and Sikhulile Moyo omicron,negative
219,2022-05-23 23:07:59+00:00,productofyr,meanwhile corona pandemic covid19 delta alpha omicron today tomorrow monkeys planetoftheapes Japan,negative
224,2022-05-20 11:05:11+00:00,MediakomKemkes,Kasus Omicron di Indonesia Meningkat pandemicovid peristiwa,negative
225,2022-05-20 09:47:01+00:00,akusehatklinik,Halo Sobat Sehat Singapura melaporkan tiga kasus Covid19 komunitas pertama dengan subvarian Omicron BA4 dan BA5 Kementerian Kesehatan Singapura MOH meningkatkan upaya pengawasan dan terus melakukan pemantauan penyebaran BA4 dan BA5 di negaranya COVID19 Omicron,negative
227,2022-05-18 13:06:08+00:00,MC_Nishidella98,Kasus Covid19 Omicron di Korea Utara melonjak parah bagi yg menyediakan Obatobatan Alat Tes Antigen Alat Tes PCR dan Alat Kesehatan lainnya dari pihak Pemerintah Negara Korea Selatan Covid19 Omicron OmicronBA2 WHO Lockdown Bahaya,negative
228,2022-05-18 12:55:17+00:00,CISDI_ID,Apa yang harus kita waspadai dari kemunculan subvarian Omicron BA4 dan BA5 di Singapura A Thread Omicron COVID19Singapura,negative
229,2022-05-17 09:52:20+00:00,MNowNews,Bagaimanapun masih tidak jelas jumlah sebenar permintaan untuk dos ketiga bagi kanakkanak berusia lima hingga 11 tahun MalaysiaNow News FlashNews FDA COVID19 Omicron,negative
230,2022-05-17 07:04:35+00:00,heesooluh,Ayun lang Omicron,negative
232,2022-05-16 09:24:22+00:00,MC_Nishidella98,Singapura umumkan kasus pertama Covid19 Omicron subvarian BA4 dan BA5 yg terdeteksi bagaimana harus lonjakkan kasus Omicron ini Hasil Riset oleh Kementerian Kesehatan Singapura Covid19 Omicron OmicronBA4 OmicronBA5 WHO LonjakkanKasusOmicron,negative
233,2022-05-16 08:00:02+00:00,holopiscom,Tiga subvarian Omicron telah terdeteksi di Singapura yaitu BA4 dan kasus lokal BA5 Omicron COVID19 Singapura,negative
236,2022-05-15 09:15:05+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 15 Mei 2022 Angka Kesembuhan Meningkat 293 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
238,2022-05-14 18:10:19+00:00,SaptaSahasrani,ferdymad perupadata Yang perlu diperhatikan juga adalah 3 hari berturutturut trend kasus aktif meningkat secara global kumulatif Dan ratarata kasus baru harian masih belum bisa menembus rekor terendah sebelum puncak Omicron COVID19 di tahun 2022,negative
239,2022-05-14 11:22:24+00:00,mainmainid_,Peneliti Jepang Curiga Ada Hubungan Varian Omicron dan Hepatitis Anak Omicron COVID19,negative
240,2022-05-14 10:14:39+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 14 Mei 2022 Angka Kesembuhan Meningkat 416 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
241,2022-05-14 07:09:00+00:00,tribunkaltim,KASUS Hepatitis Akut Pada Anak Peneliti Jepang Temukan Ada Korelasi dengan Covid19 Varian Omicron hepatitisakut covid19 Omicron anak lewat tribunkaltim,negative
242,2022-05-13 21:26:33+00:00,tribunkaltim,KASUS Hepatitis Akut Pada Anak Peneliti Jepang Temukan Ada Korelasi dengan Covid19 Varian Omicron hepatitisakut covid19 Omicron anak lewat tribunkaltim,negative
243,2022-05-12 19:00:00+00:00,matamilenialID,Ada Kenaikan 50 Kasus Covid19 Warga Jakarta Harus Tetap Waspadai Penularan Omicron Baca selengkapnya disini MataIndonesia kasuscovid19 Jakarta omicron,negative
244,2022-05-12 07:22:51+00:00,pikiran_rakyat,Korea Utara Umumkan Kasus Covid19 Pertama Kim Jong Un Gelar Rapat Darurat kasus covid19 omicron korut kimjongun via YouTube,negative
245,2022-05-11 19:59:57+00:00,notyourgulabo,Kya Matlab phir se parhna chor dn Mai Omicron BoardExams coronavirus,negative
246,2022-05-11 13:07:55+00:00,gbwt19,Ngo In Lahore Gunj Bakhsh Welfare Trust GBWT Hashtags Omicron Zardari gbwt,negative
248,2022-05-11 10:06:47+00:00,pikiran_rakyat,UPDATE Covid19 di Indonesia per 11 Mei 2022 Angka Kesembuhan Meningkat 916 dalam Sehari update kasus jumlah pasien positif meninggal dunia sembuh pemerintah virus corona omicron delta covid19 indonesia prmn pikiranrakyat,negative
291,2022-05-08 09:10:37+00:00,lensaRTV,Dari data sebaran kasus Covid19 di Indonesia 8 Mei 2022 Jakarta menjadi wilayah yang mencatatkan penambahan kasus tertinggi Yuk SayaBISADisiplinProtokolCovid19 updatecovid19 positifcovid19 omicron omicronindonesia varianomicron jawabarat jakarta banten,negative
293,2022-05-07 14:06:47+00:00,MC_Nishidella98,Tempat Wisata di Hong Kong seperti Disneyland Hong Kong Kota Viktoria dan lainnya akan ditutup total karena lonjakkan kasus Covid19 Omicron di Hong Kong HongkongLockdown DisneylandHongkong Covid19 Omicron ImbasOmicron BahayaOmicron Weekend MalamMinggu,negative
294,2022-05-07 14:04:13+00:00,MC_Nishidella98,Acara Pesta Olahraga Asia Asian Games 2022 Hangzhou yg digelar di Hangzhou akan resmi ditunda karena ada lonjakkan kasus Covid19 Omicron di Tiongkok AsianGames2022 HangzhouLockdown Covid19 Omicron BahayaOmicron ImbasOmicron Weekend MalamMinggu,negative
295,2022-05-06 15:12:34+00:00,MC_Nishidella98,Saya lagi kekacauan meskipun warga Shanghai Beijing Hangzhou Shenzen dan warga2 kota lainnya kan harus dirumah masing2 Covid19 Omicron Lockdown ImbasOmicron BahayaCovid19 KarenanyaLockdown,negative
296,2022-05-05 14:54:50+00:00,MC_Nishidella98,Tempat Wisata di Hongkong bakal ditutup total selama pandemi Covid19 karena ada penambahan kasus Omicron BA2 Covid19 Omicron ImbasOmicron Bahaya Lockdown Siap2menghadapiGelombangKeempat,negative
